Entity,Code,Year,Number of executions (Amnesty International),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Terrorism (deaths),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number)
Middle East & North Africa,,1993,,9379.0,125766.0,10476.0,7711.0,10042.0,5123.0,829.0,2187.0,16652.0,112160.0,9797.0,110330.0,178719.0,697.0,907.0,68818.0,452.0,8464.0,13286.0,2929.0,26826.0,3679.0,7977.0,,566395.0,38494.0,51087.0,59256.0,76200.0,6873.0,17426.0,4575.0
Middle East & North Africa,,1994,,9099.0,129453.0,10547.0,6947.0,9995.0,5945.0,914.0,2339.0,16488.0,113042.0,9478.0,105436.0,173283.0,712.0,1009.0,64448.0,452.0,8083.0,13705.0,6178.0,27806.0,3642.0,7600.0,2065.0,579672.0,39572.0,52099.0,60009.0,77027.0,6667.0,18051.0,4768.0
Middle East & North Africa,,1995,,8843.0,133038.0,10521.0,7054.0,9889.0,6099.0,1075.0,2514.0,16152.0,113228.0,9151.0,101000.0,168865.0,727.0,835.0,61143.0,482.0,7787.0,14032.0,5192.0,28764.0,3609.0,7308.0,1020.0,589787.0,40595.0,52754.0,60027.0,77056.0,6441.0,18728.0,4953.0
Middle East & North Africa,,1996,,8552.0,136732.0,10555.0,7232.0,9760.0,5675.0,1207.0,2733.0,15663.0,113533.0,8970.0,95337.0,163752.0,750.0,458.0,57170.0,465.0,7501.0,14410.0,5721.0,30096.0,3556.0,7033.0,961.0,600153.0,41723.0,53330.0,60480.0,77475.0,6214.0,19425.0,5132.0
Middle East & North Africa,,1997,,8341.0,140770.0,10996.0,6822.0,9659.0,6340.0,1403.0,2964.0,15422.0,114750.0,8798.0,91938.0,159704.0,773.0,2888.0,54611.0,442.0,7182.0,14841.0,6258.0,31530.0,3527.0,6719.0,4691.0,615115.0,43030.0,54361.0,61558.0,78701.0,6003.0,20174.0,5350.0
Middle East & North Africa,,1998,,8200.0,144381.0,10639.0,6839.0,9512.0,6241.0,1628.0,3217.0,15076.0,114677.0,8458.0,88923.0,155284.0,795.0,282.0,52520.0,445.0,6916.0,15075.0,5239.0,32702.0,3474.0,6457.0,1079.0,628396.0,44310.0,55318.0,62517.0,79816.0,5759.0,20960.0,5580.0
Middle East & North Africa,,1999,,7842.0,148363.0,10724.0,6070.0,9374.0,6445.0,1873.0,3478.0,14827.0,115467.0,8224.0,86656.0,150664.0,824.0,138.0,50820.0,444.0,6600.0,15400.0,2338.0,33913.0,3438.0,6147.0,672.0,640766.0,45568.0,56216.0,63512.0,81019.0,5562.0,21749.0,5784.0
Middle East & North Africa,,2000,,7610.0,151672.0,10543.0,5385.0,9077.0,6778.0,2149.0,3798.0,14188.0,115251.0,7867.0,83474.0,145580.0,839.0,82.0,48581.0,431.0,6245.0,15604.0,5638.0,34739.0,3377.0,5807.0,624.0,642141.0,46400.0,56024.0,63447.0,80883.0,5294.0,22607.0,5919.0
Middle East & North Africa,,2001,,7277.0,157067.0,10414.0,5378.0,8838.0,6901.0,2446.0,4111.0,13789.0,116570.0,7479.0,81452.0,140738.0,859.0,1627.0,46053.0,417.0,5952.0,16019.0,5735.0,36166.0,3326.0,5512.0,907.0,658893.0,47984.0,57208.0,65699.0,83439.0,5159.0,23635.0,6207.0
Middle East & North Africa,,2002,,7029.0,162261.0,10367.0,4849.0,8627.0,7316.0,2729.0,4411.0,13581.0,117893.0,7261.0,80213.0,136444.0,870.0,610.0,44333.0,414.0,5730.0,16305.0,7912.0,37770.0,3320.0,5284.0,1175.0,678073.0,49808.0,58834.0,67803.0,85950.0,4994.0,24757.0,6546.0
Middle East & North Africa,,2003,,6842.0,167576.0,10159.0,4775.0,8386.0,7779.0,2995.0,4701.0,13588.0,118628.0,7007.0,79632.0,132824.0,874.0,29252.0,42642.0,458.0,5452.0,16532.0,20343.0,39504.0,3305.0,5004.0,1063.0,698285.0,51656.0,60617.0,70145.0,88707.0,4828.0,25857.0,6898.0
Middle East & North Africa,,2004,,6691.0,172462.0,9782.0,4205.0,8101.0,8367.0,3215.0,5018.0,13413.0,118525.0,6825.0,78396.0,129316.0,872.0,1432.0,40390.0,421.0,5120.0,16679.0,21778.0,41228.0,3362.0,4679.0,2558.0,708381.0,53116.0,61495.0,70999.0,89840.0,4604.0,26926.0,7138.0
Middle East & North Africa,,2005,,6460.0,177878.0,9646.0,4139.0,7832.0,8562.0,3428.0,5265.0,13175.0,118826.0,6730.0,77261.0,126308.0,883.0,918.0,38211.0,419.0,4874.0,16815.0,26944.0,42816.0,3339.0,4437.0,3918.0,717330.0,54297.0,62176.0,71146.0,90142.0,4448.0,28063.0,7374.0
Middle East & North Africa,,2006,,6295.0,184209.0,9351.0,3774.0,7644.0,8974.0,3627.0,5534.0,12949.0,119613.0,6648.0,76589.0,123179.0,900.0,160.0,36135.0,421.0,4625.0,17020.0,47980.0,44592.0,3344.0,4185.0,5032.0,730267.0,55805.0,63271.0,71469.0,90850.0,4366.0,29229.0,7631.0
Middle East & North Africa,,2007,,6166.0,190481.0,9284.0,3682.0,7582.0,9707.0,3844.0,5889.0,12915.0,121212.0,6504.0,76649.0,119700.0,920.0,303.0,35611.0,431.0,4541.0,17396.0,42185.0,46099.0,3337.0,4101.0,7180.0,743366.0,57320.0,64467.0,72166.0,91974.0,4244.0,30531.0,7920.0
Middle East & North Africa,,2008,,6027.0,198284.0,9221.0,2409.0,7507.0,10287.0,4002.0,6156.0,12857.0,122837.0,6494.0,76626.0,116208.0,945.0,383.0,34665.0,439.0,4402.0,17838.0,23454.0,47955.0,3315.0,3955.0,3467.0,761251.0,59315.0,66025.0,73987.0,94294.0,4154.0,31897.0,8249.0
Middle East & North Africa,,2009,,5881.0,206501.0,9170.0,2943.0,7401.0,10829.0,4153.0,6264.0,12701.0,123870.0,6414.0,76455.0,112485.0,965.0,271.0,33223.0,434.0,4194.0,18270.0,16941.0,49915.0,3254.0,3748.0,2982.0,778258.0,61318.0,67413.0,75850.0,96585.0,4043.0,33355.0,8587.0
Middle East & North Africa,,2010,,5722.0,214066.0,9087.0,4422.0,7313.0,11256.0,4330.0,6304.0,12416.0,124388.0,6189.0,75351.0,107726.0,976.0,190.0,31470.0,428.0,3986.0,18703.0,8901.0,51956.0,3192.0,3540.0,2663.0,792966.0,63446.0,68512.0,77521.0,98627.0,3912.0,34828.0,8931.0
Middle East & North Africa,,2011,,5439.0,221948.0,8953.0,4059.0,7187.0,11463.0,4542.0,6285.0,12047.0,125424.0,6037.0,74832.0,102842.0,1000.0,45.0,30235.0,426.0,3858.0,19113.0,28856.0,53716.0,3146.0,3406.0,2651.0,806427.0,65265.0,69808.0,79182.0,100763.0,3829.0,36349.0,9269.0
Middle East & North Africa,,2012,,5172.0,230220.0,8940.0,4411.0,7064.0,12240.0,4674.0,6215.0,11812.0,125796.0,5881.0,73988.0,97258.0,1023.0,422.0,28337.0,426.0,3705.0,19426.0,73477.0,56063.0,3064.0,3246.0,5033.0,827158.0,67258.0,71455.0,81448.0,103554.0,3759.0,37913.0,9627.0
Middle East & North Africa,,2013,,5030.0,238558.0,8794.0,3981.0,6932.0,12164.0,4736.0,6096.0,11737.0,124135.0,5701.0,73555.0,92415.0,1044.0,193.0,27050.0,432.0,3563.0,19482.0,70404.0,58454.0,2997.0,3098.0,10164.0,848236.0,69298.0,73403.0,81959.0,104686.0,3688.0,39505.0,10074.0
Middle East & North Africa,,2014,,4648.0,247523.0,8694.0,4761.0,6767.0,13782.0,4740.0,6098.0,11588.0,123204.0,5477.0,72412.0,87277.0,1066.0,125.0,25274.0,428.0,3418.0,19561.0,121846.0,61706.0,2914.0,2948.0,20080.0,869212.0,71913.0,75031.0,83967.0,107120.0,3624.0,41039.0,10460.0
Middle East & North Africa,,2015,,4538.0,257627.0,8684.0,4340.0,6610.0,13658.0,4691.0,6081.0,11362.0,123484.0,5383.0,73196.0,82408.0,1089.0,246.0,24173.0,535.0,3371.0,19709.0,102311.0,65709.0,2853.0,2887.0,17854.0,903229.0,75314.0,77197.0,87065.0,110754.0,3627.0,42577.0,10928.0
Middle East & North Africa,,2016,,4272.0,266003.0,8564.0,4726.0,6447.0,13470.0,4635.0,6135.0,11129.0,123341.0,5200.0,71283.0,74854.0,1116.0,159.0,22899.0,502.0,3259.0,19840.0,106161.0,68620.0,2817.0,2769.0,19205.0,924888.0,77755.0,78694.0,89242.0,113304.0,3600.0,44170.0,11287.0
Middle East & North Africa,,2017,,4114.0,274225.0,8562.0,4957.0,6355.0,13069.0,4643.0,6261.0,10906.0,124473.0,5071.0,70286.0,69008.0,1146.0,913.0,23013.0,421.0,3132.0,20029.0,79383.0,70471.0,2813.0,2646.0,10819.0,944725.0,79541.0,79978.0,90644.0,115097.0,3596.0,45790.0,11548.0
Middle East & North Africa,,2018,,3938.0,283889.0,8569.0,4609.0,6270.0,12524.0,4634.0,6434.0,10606.0,125492.0,5049.0,69688.0,64252.0,1179.0,170.0,21192.0,417.0,3077.0,20217.0,49525.0,73406.0,2818.0,2590.0,,969914.0,82272.0,81621.0,92937.0,117829.0,3589.0,47466.0,11922.0
Middle East & North Africa,,2019,,3832.0,293600.0,8552.0,5187.0,6141.0,11463.0,4666.0,6575.0,10387.0,126274.0,4901.0,69565.0,60634.0,1208.0,151.0,20202.0,422.0,3049.0,20192.0,23952.0,76421.0,2807.0,2557.0,,997507.0,85119.0,83458.0,95371.0,120748.0,3596.0,49155.0,12331.0
Middle SDI,,1990,,86197.0,1413834.0,34837.0,120323.0,173715.0,141092.0,17180.0,20260.0,447427.0,412039.0,65286.0,842043.0,746628.0,18775.0,45498.0,491528.0,9962.0,110873.0,211555.0,11572.0,194422.0,23552.0,96102.0,,3009395.0,196590.0,1042205.0,315042.0,524014.0,50015.0,119207.0,34061.0
Middle SDI,,1991,,84940.0,1453070.0,34878.0,124689.0,170100.0,145883.0,25225.0,22337.0,443289.0,411684.0,63579.0,821404.0,733683.0,19140.0,10117.0,475908.0,9775.0,108757.0,214829.0,10783.0,200611.0,23161.0,94162.0,,3073656.0,201352.0,1063643.0,320032.0,530939.0,48634.0,122898.0,35123.0
Middle SDI,,1992,,82991.0,1490683.0,34736.0,124950.0,165886.0,149739.0,36648.0,23666.0,443642.0,414339.0,62873.0,800657.0,718372.0,19599.0,2520.0,451509.0,9837.0,102825.0,217433.0,11878.0,209161.0,22860.0,88471.0,,3145480.0,207800.0,1086396.0,325036.0,537560.0,46761.0,127139.0,36328.0
Middle SDI,,1993,,80102.0,1531558.0,34381.0,123498.0,162578.0,152330.0,52989.0,24465.0,430193.0,416793.0,60474.0,772011.0,703124.0,20118.0,4645.0,426976.0,9516.0,98390.0,217366.0,5850.0,217161.0,22463.0,84464.0,,3209898.0,212960.0,1106700.0,331346.0,543974.0,44863.0,131501.0,37638.0
Middle SDI,,1994,,77451.0,1569300.0,34519.0,121209.0,159147.0,152809.0,74259.0,25943.0,420362.0,424461.0,60541.0,743708.0,686003.0,20895.0,4535.0,404267.0,9411.0,94212.0,223543.0,9709.0,225549.0,22083.0,80713.0,,3257873.0,219665.0,1119500.0,336827.0,549472.0,42868.0,135998.0,38780.0
Middle SDI,,1995,,74239.0,1608015.0,33834.0,121832.0,155390.0,151854.0,102168.0,26966.0,410354.0,430896.0,59548.0,715875.0,670280.0,21402.0,5118.0,384569.0,9162.0,90099.0,226902.0,8007.0,233470.0,22061.0,76965.0,,3306110.0,225787.0,1126205.0,340913.0,553107.0,41066.0,140817.0,40015.0
Middle SDI,,1996,,74852.0,1653666.0,33321.0,122511.0,150153.0,150691.0,135489.0,27273.0,400358.0,435269.0,57874.0,687634.0,651860.0,22056.0,6489.0,366162.0,8856.0,86028.0,225214.0,5992.0,244027.0,21998.0,73300.0,,3386591.0,233671.0,1139170.0,345749.0,557399.0,39154.0,146391.0,41673.0
Middle SDI,,1997,,68360.0,1691697.0,33487.0,124770.0,143992.0,152025.0,174350.0,26834.0,395658.0,438269.0,57041.0,663018.0,634605.0,22623.0,9121.0,352670.0,8557.0,82808.0,223927.0,11860.0,254469.0,21840.0,70395.0,,3458694.0,242415.0,1143698.0,349866.0,560593.0,37644.0,152051.0,43203.0
Middle SDI,,1998,,66256.0,1736194.0,32828.0,124040.0,141077.0,155063.0,219426.0,27143.0,395819.0,440437.0,57011.0,640757.0,619025.0,23323.0,8536.0,343560.0,8879.0,78634.0,225153.0,9039.0,263283.0,21998.0,66571.0,,3533598.0,252816.0,1148160.0,354500.0,564907.0,36308.0,157884.0,44778.0
Middle SDI,,1999,,63626.0,1786711.0,32424.0,118278.0,135192.0,154890.0,268289.0,26584.0,394803.0,446474.0,56165.0,619958.0,602412.0,23828.0,6758.0,334959.0,8088.0,75050.0,224106.0,9124.0,271317.0,21948.0,63485.0,,3630350.0,262446.0,1156231.0,359342.0,570194.0,35203.0,164013.0,46502.0
Middle SDI,,2000,,61876.0,1842097.0,32229.0,113493.0,130571.0,155793.0,317722.0,26257.0,394392.0,453766.0,55230.0,601172.0,585295.0,24315.0,3611.0,325766.0,7996.0,72036.0,219153.0,10535.0,281102.0,22398.0,60607.0,,3754270.0,272896.0,1168037.0,364164.0,576233.0,33680.0,170956.0,48654.0
Middle SDI,,2001,,59564.0,1883436.0,31664.0,116883.0,124950.0,156000.0,366462.0,24206.0,385745.0,459818.0,52718.0,581353.0,568346.0,24816.0,4480.0,316482.0,7605.0,69230.0,209130.0,8855.0,290940.0,22804.0,57872.0,,3869443.0,281723.0,1166753.0,370405.0,583183.0,31890.0,178251.0,50670.0
Middle SDI,,2002,,57239.0,1932694.0,31018.0,118529.0,120164.0,161505.0,410100.0,21633.0,381187.0,467574.0,49568.0,566404.0,552595.0,25560.0,2860.0,308397.0,7804.0,66630.0,204056.0,9369.0,304949.0,23094.0,55469.0,,4006795.0,293035.0,1169718.0,378765.0,594205.0,29928.0,186239.0,52907.0
Middle SDI,,2003,,55152.0,1984157.0,30609.0,120145.0,114895.0,149518.0,446766.0,18835.0,375594.0,473944.0,47317.0,553830.0,537615.0,26404.0,31033.0,299852.0,8086.0,64111.0,207535.0,21143.0,316781.0,23618.0,53169.0,,4119419.0,303205.0,1167961.0,386459.0,604057.0,28313.0,194208.0,54770.0
Middle SDI,,2004,,53276.0,2042435.0,30372.0,120543.0,110612.0,146116.0,475451.0,17197.0,367034.0,479304.0,46059.0,543635.0,523639.0,27123.0,182430.0,289991.0,7178.0,61661.0,211826.0,21796.0,327478.0,24476.0,50997.0,,4221565.0,312341.0,1166554.0,391948.0,611666.0,27237.0,202686.0,56869.0
Middle SDI,,2005,,52126.0,2083926.0,30084.0,119709.0,107029.0,142096.0,489335.0,16415.0,360197.0,480868.0,44815.0,538703.0,510950.0,27639.0,4265.0,282351.0,6983.0,60186.0,209669.0,28026.0,340933.0,24702.0,49661.0,,4309804.0,323600.0,1157928.0,397043.0,618358.0,26330.0,211219.0,58998.0
Middle SDI,,2006,,50678.0,2108102.0,29406.0,122038.0,101626.0,140654.0,487487.0,15662.0,351999.0,479804.0,42667.0,532063.0,497637.0,27813.0,13242.0,276581.0,6771.0,58802.0,204933.0,44318.0,349973.0,24522.0,48358.0,,4350360.0,332750.0,1133721.0,399369.0,621029.0,25470.0,220129.0,60435.0
Middle SDI,,2007,,49139.0,2148728.0,29054.0,119534.0,98605.0,137753.0,473053.0,15372.0,342692.0,482787.0,40358.0,526419.0,484351.0,27983.0,3062.0,269403.0,6675.0,57451.0,200833.0,41990.0,359563.0,24599.0,47057.0,,4429419.0,343426.0,1122896.0,401970.0,624039.0,24539.0,229984.0,62414.0
Middle SDI,,2008,,48191.0,2211028.0,28834.0,117118.0,96791.0,140139.0,451911.0,15287.0,335363.0,490360.0,39036.0,527943.0,472414.0,28301.0,90865.0,262798.0,6638.0,57574.0,199488.0,18925.0,376229.0,25222.0,47152.0,,4580018.0,359380.0,1131621.0,408905.0,633687.0,23560.0,240982.0,65420.0
Middle SDI,,2009,,47615.0,2275719.0,28734.0,109415.0,95590.0,143162.0,422176.0,15206.0,327211.0,493523.0,38210.0,529083.0,458403.0,28317.0,5758.0,252684.0,6815.0,57464.0,197694.0,13993.0,390601.0,25779.0,47212.0,,4728448.0,373503.0,1136773.0,413406.0,640295.0,22599.0,252418.0,68330.0
Middle SDI,,2010,,45153.0,2339919.0,28620.0,104441.0,94030.0,142238.0,396598.0,15166.0,316908.0,492586.0,36391.0,527037.0,441799.0,28398.0,7646.0,246363.0,7009.0,57603.0,196198.0,10063.0,404613.0,26136.0,47454.0,,4885110.0,387100.0,1141331.0,417576.0,646777.0,21785.0,263654.0,71261.0
Middle SDI,,2011,,43611.0,2390205.0,28297.0,96464.0,90504.0,141795.0,371037.0,15034.0,305557.0,485352.0,34487.0,525378.0,427500.0,28408.0,5393.0,241154.0,6718.0,57454.0,192693.0,22800.0,420046.0,26205.0,47351.0,,5013111.0,399521.0,1139672.0,422063.0,653137.0,21150.0,273741.0,73645.0
Middle SDI,,2012,,42236.0,2436796.0,27937.0,81116.0,89285.0,140222.0,341819.0,14725.0,296824.0,477502.0,32665.0,526472.0,414081.0,28425.0,4426.0,233169.0,6899.0,57575.0,188769.0,71157.0,437488.0,25725.0,47482.0,,5111130.0,411395.0,1130398.0,424870.0,658074.0,21049.0,284343.0,75828.0
Middle SDI,,2013,,41351.0,2484874.0,28010.0,67371.0,87154.0,138543.0,321886.0,14650.0,290954.0,467070.0,31499.0,529255.0,399614.0,28575.0,17564.0,227271.0,6860.0,57612.0,185313.0,72499.0,458592.0,25540.0,47529.0,,5231462.0,426246.0,1130783.0,427317.0,663950.0,20468.0,295554.0,78714.0
Middle SDI,,2014,,39132.0,2540024.0,27341.0,68107.0,85536.0,134577.0,313150.0,14683.0,285658.0,457972.0,28835.0,527608.0,381188.0,28728.0,1848.0,219411.0,7262.0,57121.0,181510.0,116246.0,479284.0,24977.0,47251.0,,5335133.0,438433.0,1131591.0,430195.0,669188.0,19759.0,308054.0,81514.0
Middle SDI,,2015,,36635.0,2596835.0,27148.0,69026.0,83982.0,134853.0,311822.0,14728.0,277209.0,449015.0,26945.0,528397.0,368065.0,28944.0,1514.0,213144.0,7343.0,56731.0,179551.0,96255.0,498183.0,24419.0,47028.0,,5442090.0,451761.0,1131210.0,434812.0,676280.0,19140.0,320667.0,83629.0
Middle SDI,,2016,,34352.0,2665773.0,27144.0,69389.0,82834.0,138067.0,314140.0,14998.0,273280.0,443645.0,25685.0,525732.0,343968.0,29225.0,2645.0,206529.0,6925.0,55634.0,180845.0,89381.0,517287.0,24048.0,46097.0,,5567631.0,466963.0,1144691.0,442823.0,687849.0,18538.0,337137.0,86494.0
Middle SDI,,2017,,31771.0,2733572.0,27053.0,71612.0,80960.0,143223.0,308043.0,15568.0,267432.0,439964.0,24669.0,522790.0,320002.0,29404.0,4904.0,204883.0,6816.0,55091.0,182096.0,65370.0,532365.0,23490.0,45617.0,,5673014.0,478334.0,1154880.0,451584.0,700849.0,18061.0,354453.0,89120.0
Middle SDI,,2018,,30436.0,2814282.0,27465.0,76187.0,79890.0,142908.0,289490.0,16558.0,260540.0,440053.0,24800.0,522760.0,299044.0,29874.0,5786.0,201752.0,6736.0,54818.0,184669.0,18309.0,548889.0,22993.0,45246.0,,5793750.0,491542.0,1177490.0,459929.0,712462.0,17786.0,371406.0,92425.0
Middle SDI,,2019,,29389.0,2905430.0,27773.0,76830.0,78391.0,141729.0,278034.0,17369.0,254804.0,438076.0,24356.0,525084.0,281950.0,30299.0,1153.0,198922.0,6718.0,54705.0,185063.0,10479.0,566686.0,22597.0,45104.0,,5934914.0,506130.0,1206232.0,469614.0,726628.0,17453.0,387516.0,95947.0
Nordic Region,,1990,,299.0,58091.0,406.0,0.0,460.0,496.0,121.0,516.0,505.0,2952.0,18.0,11779.0,858.0,1298.0,7.0,240.0,139.0,214.0,5882.0,8.0,3505.0,113.0,59.0,,120258.0,1590.0,8616.0,2617.0,8288.0,15.0,8575.0,1506.0
Nordic Region,,1991,,290.0,58472.0,409.0,0.0,461.0,523.0,147.0,556.0,489.0,2807.0,21.0,11825.0,837.0,1303.0,3.0,243.0,150.0,215.0,5796.0,5.0,3551.0,114.0,63.0,,119173.0,1666.0,8794.0,2675.0,8464.0,15.0,8862.0,1609.0
Nordic Region,,1992,,268.0,59163.0,403.0,0.0,447.0,518.0,172.0,591.0,481.0,2689.0,20.0,12043.0,767.0,1310.0,5.0,255.0,158.0,217.0,5635.0,4.0,3614.0,110.0,66.0,,118921.0,1756.0,9092.0,2752.0,8708.0,15.0,9153.0,1717.0
Nordic Region,,1993,,246.0,59900.0,401.0,0.0,434.0,493.0,188.0,631.0,465.0,2558.0,19.0,12326.0,694.0,1341.0,3.0,269.0,167.0,215.0,5497.0,2.0,3684.0,105.0,69.0,,118627.0,1853.0,9440.0,2815.0,8921.0,14.0,9417.0,1821.0
Nordic Region,,1994,,226.0,60090.0,393.0,0.0,427.0,485.0,405.0,671.0,445.0,2453.0,16.0,11917.0,657.0,1379.0,8.0,278.0,174.0,202.0,5285.0,4.0,3620.0,102.0,73.0,,115193.0,1932.0,9602.0,2863.0,9049.0,13.0,9638.0,1873.0
Nordic Region,,1995,,216.0,60871.0,390.0,0.0,419.0,468.0,473.0,711.0,446.0,2341.0,18.0,11858.0,590.0,1433.0,73.0,297.0,188.0,194.0,5150.0,6.0,3667.0,99.0,78.0,,114273.0,2040.0,9965.0,2943.0,9260.0,12.0,9891.0,1963.0
Nordic Region,,1996,,195.0,61253.0,386.0,0.0,411.0,473.0,379.0,759.0,434.0,2230.0,15.0,11679.0,560.0,1566.0,7.0,317.0,198.0,190.0,4938.0,1.0,3689.0,93.0,86.0,,112470.0,2129.0,10255.0,2968.0,9356.0,11.0,10084.0,2035.0
Nordic Region,,1997,,181.0,61533.0,380.0,0.0,424.0,452.0,174.0,805.0,428.0,2161.0,14.0,11273.0,532.0,1687.0,11.0,329.0,210.0,192.0,4749.0,4.0,3828.0,87.0,96.0,,110449.0,2222.0,10532.0,3016.0,9475.0,11.0,10211.0,2091.0
Nordic Region,,1998,,172.0,61832.0,428.0,0.0,415.0,430.0,134.0,847.0,415.0,2119.0,16.0,10912.0,507.0,1841.0,7.0,352.0,220.0,200.0,4568.0,1.0,3950.0,83.0,105.0,,108541.0,2295.0,10810.0,3054.0,9551.0,10.0,10297.0,2141.0
Nordic Region,,1999,,174.0,62274.0,366.0,0.0,428.0,446.0,118.0,900.0,408.0,2099.0,14.0,10802.0,492.0,1973.0,17.0,398.0,229.0,221.0,4457.0,7.0,4146.0,82.0,123.0,,107423.0,2399.0,11135.0,3124.0,9709.0,11.0,10416.0,2195.0
Nordic Region,,2000,,170.0,62345.0,362.0,0.0,421.0,439.0,101.0,950.0,394.0,2034.0,13.0,10470.0,491.0,2062.0,6.0,447.0,240.0,230.0,4302.0,3.0,4258.0,80.0,138.0,,105311.0,2513.0,11241.0,3138.0,9741.0,10.0,10590.0,2229.0
Nordic Region,,2001,,164.0,62751.0,362.0,0.0,415.0,407.0,107.0,970.0,385.0,1975.0,14.0,10091.0,488.0,2127.0,15.0,525.0,249.0,240.0,4215.0,4.0,4405.0,81.0,154.0,,104333.0,2630.0,11442.0,3216.0,9869.0,10.0,10800.0,2279.0
Nordic Region,,2002,,153.0,63198.0,371.0,0.0,413.0,404.0,108.0,961.0,376.0,1918.0,15.0,9909.0,476.0,2199.0,8.0,631.0,258.0,255.0,4099.0,11.0,4535.0,80.0,176.0,,103533.0,2756.0,11625.0,3331.0,10045.0,9.0,10977.0,2336.0
Nordic Region,,2003,,152.0,63312.0,369.0,0.0,403.0,382.0,122.0,955.0,351.0,1843.0,13.0,9355.0,480.0,2270.0,8.0,713.0,269.0,252.0,4004.0,2.0,4551.0,82.0,179.0,,100651.0,2835.0,11590.0,3422.0,10063.0,9.0,11083.0,2357.0
Nordic Region,,2004,,143.0,63599.0,366.0,0.0,397.0,377.0,116.0,987.0,333.0,1770.0,10.0,8767.0,475.0,2327.0,9.0,764.0,294.0,252.0,3975.0,2.0,4563.0,84.0,183.0,,97788.0,2919.0,11496.0,3548.0,10120.0,9.0,11196.0,2372.0
Nordic Region,,2005,,140.0,63756.0,361.0,0.0,384.0,369.0,110.0,1006.0,323.0,1682.0,13.0,8393.0,456.0,2366.0,16.0,874.0,267.0,252.0,3892.0,6.0,4575.0,83.0,188.0,,95485.0,3009.0,11545.0,3615.0,10137.0,9.0,11392.0,2407.0
Nordic Region,,2006,,130.0,64490.0,361.0,0.0,373.0,355.0,94.0,1028.0,312.0,1622.0,17.0,8117.0,438.0,2379.0,7.0,990.0,260.0,258.0,3875.0,1.0,4628.0,85.0,192.0,,94602.0,3143.0,11724.0,3703.0,10240.0,9.0,11641.0,2468.0
Nordic Region,,2007,,121.0,65183.0,361.0,0.0,365.0,372.0,104.0,1063.0,301.0,1586.0,10.0,8032.0,437.0,2362.0,9.0,1122.0,255.0,257.0,3876.0,16.0,4671.0,85.0,191.0,,93783.0,3309.0,11964.0,3790.0,10320.0,9.0,11874.0,2532.0
Nordic Region,,2008,,118.0,65596.0,358.0,0.0,351.0,350.0,81.0,1096.0,284.0,1523.0,15.0,7883.0,430.0,2330.0,7.0,1225.0,249.0,252.0,3876.0,17.0,4631.0,84.0,188.0,,92028.0,3432.0,12107.0,3811.0,10263.0,9.0,12077.0,2578.0
Nordic Region,,2009,,114.0,66317.0,350.0,0.0,341.0,342.0,102.0,1117.0,269.0,1435.0,12.0,7778.0,421.0,2261.0,3.0,1357.0,246.0,254.0,3882.0,5.0,4598.0,85.0,189.0,,90825.0,3585.0,12317.0,3830.0,10215.0,9.0,12254.0,2632.0
Nordic Region,,2010,,110.0,66931.0,338.0,0.0,326.0,327.0,96.0,1111.0,254.0,1345.0,10.0,7600.0,406.0,2181.0,13.0,1450.0,245.0,259.0,3817.0,8.0,4544.0,83.0,192.0,,89824.0,3772.0,12475.0,3812.0,10097.0,9.0,12504.0,2685.0
